frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,amf_submitted,amf_received,submit_result,query_result,decoder_copy
282,0.0436,1.2822,0.7001,0.0024,0.2001,0.5763,0.0105,0.1961,0.0663,0.1005,0.0012,0.0066,0.0127,0.2339,0.1156,0.1205,1.899,2,283,279,0,0,0
283,0.0404,1.0926,0.6694,0.002,0.2078,0.4129,0.0109,0.0978,0.0377,0.056,0.0014,0.0108,0.0168,0.3196,0.1115,0.2091,1.8735,3,284,280,0,0,0
284,0.0392,1.0748,0.5942,0.0022,0.1456,0.4718,0.0072,0.1215,0.0711,0.1238,0.0019,0.0088,0.0137,0.351,0.1846,0.1463,1.8958,0,285,281,0,0,0
285,0.0393,1.4004,0.6737,0.0019,0.245,0.7165,0.0121,0.175,0.123,0.1571,0.0026,0.0104,0.0236,0.427,0.1598,0.1712,2.3207,1,286,282,0,0,0
286,0.0434,1.5737,0.6602,0.0024,0.1545,0.9012,0.0088,0.5076,0.0981,0.1282,0.0024,0.0128,0.0164,0.2721,0.128,0.1568,2.2954,2,287,283,0,0,0
287,0.0419,1.2122,0.6696,0.0022,0.2115,0.5184,0.0109,0.1074,0.0666,0.1189,0.0017,0.0245,0.0329,0.2447,0.1264,0.1599,1.919,3,288,284,0,0,0
288,0.0444,1.7775,0.6774,0.0023,0.182,1.0841,0.0107,0.6252,0.0631,0.1965,0.0051,0.0164,0.0238,0.3533,0.165,0.1404,2.6256,0,289,285,0,0,0
289,0.0458,1.0796,0.6169,0.002,0.1948,0.4457,0.008,0.0872,0.0407,0.1122,0.0016,0.0173,0.0311,0.2382,0.1143,0.1423,1.7435,1,290,286,0,0,0
290,0.0378,1.6062,0.6246,0.002,0.2047,0.9727,0.01,0.5339,0.0993,0.1213,0.0021,0.0093,0.0162,0.2391,0.1186,0.1207,2.2246,2,291,287,0,0,0
291,0.0383,1.7178,0.8747,0.0024,0.2132,0.8283,0.011,0.268,0.1622,0.1681,0.0043,0.0154,0.0229,0.3918,0.2083,0.3309,2.8619,3,292,288,0,0,0
292,0.0368,1.4554,0.6435,0.0021,0.1421,0.8028,0.0088,0.4269,0.1139,0.109,0.0012,0.0091,0.0178,0.2433,0.1364,0.2183,2.2496,0,293,289,0,0,0
293,0.0379,1.2988,0.6539,0.0025,0.2492,0.6358,0.0114,0.1481,0.0875,0.1352,0.0028,0.0099,0.013,0.2356,0.1129,0.1224,1.9103,1,294,290,0,0,0
294,0.0398,1.5764,0.6416,0.0024,0.2069,0.9088,0.01,0.3011,0.1573,0.2257,0.0061,0.0262,0.0164,0.3858,0.2213,0.1934,2.5698,2,295,291,0,0,0
295,0.0403,1.3008,0.6557,0.0022,0.2124,0.6337,0.0113,0.149,0.0726,0.1843,0.0028,0.012,0.0136,0.2744,0.1512,0.2276,2.1407,3,296,292,0,0,0
296,0.0536,1.2347,0.6509,0.0023,0.1494,0.5758,0.0183,0.1873,0.0938,0.1204,0.0053,0.0084,0.0175,0.3201,0.1175,0.1317,1.9703,0,297,293,0,0,0
297,0.0438,1.2043,0.7162,0.0021,0.2491,0.4845,0.0251,0.1046,0.0321,0.0695,0.0022,0.0047,0.0193,0.2673,0.1351,0.1231,1.8753,1,298,294,0,0,0
298,0.0379,1.4625,0.6593,0.0024,0.2284,0.7814,0.0109,0.2539,0.1074,0.1718,0.0074,0.0219,0.0368,0.3254,0.3904,0.8693,3.5153,2,299,295,0,0,0
299,0.0408,1.2649,0.6222,0.0023,0.2362,0.6355,0.0102,0.1859,0.0836,0.1169,0.0015,0.0075,0.0178,0.2207,0.1032,0.121,1.8572,3,300,296,0,0,0
300,0.04,1.0758,0.5322,0.0027,0.1366,0.5304,0.0203,0.2029,0.0706,0.0951,0.0033,0.0135,0.06,1.6294,0.6187,0.4972,4.3258,0,301,297,0,0,0
